,Store,Dept,Date,Weekly_Sales,IsHoliday_x,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y
56,1,72,2010-02-05,98499.12,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
57,1,74,2010-02-05,12251.94,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
58,1,79,2010-02-05,46729.77,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
59,1,80,2010-02-05,15694.17,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
60,1,81,2010-02-05,30052.75,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
61,1,82,2010-02-05,19484.03,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
62,1,83,2010-02-05,5711.19,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
63,1,85,2010-02-05,3825.78,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
64,1,87,2010-02-05,35972.49,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
65,1,90,2010-02-05,76419.47,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
66,1,91,2010-02-05,62424.14,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
67,1,92,2010-02-05,139884.94,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
68,1,93,2010-02-05,64494.87,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
69,1,94,2010-02-05,56655.39,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
70,1,95,2010-02-05,106690.06,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
71,1,97,2010-02-05,32153.04,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
72,1,98,2010-02-05,10891.37,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
73,1,1,2010-02-05,24924.5,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
74,1,2,2010-02-05,50605.27,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
75,1,3,2010-02-05,13740.12,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
76,1,4,2010-02-05,39954.04,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
77,1,5,2010-02-05,32229.38,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
78,1,6,2010-02-05,5749.03,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
79,1,7,2010-02-05,21084.08,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
80,1,8,2010-02-05,40129.01,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
81,1,9,2010-02-05,16930.99,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
82,1,10,2010-02-05,30721.5,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
83,1,11,2010-02-05,24213.18,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
84,1,12,2010-02-05,8449.54,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
85,1,13,2010-02-05,41969.29,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
86,1,14,2010-02-05,19466.91,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
87,1,16,2010-02-05,10217.55,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
88,1,17,2010-02-05,13223.76,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
89,1,18,2010-02-05,4729.5,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
90,1,19,2010-02-05,1947.05,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
91,1,20,2010-02-05,5034.1,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
92,1,21,2010-02-05,8907.63,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
93,1,22,2010-02-05,13623.98,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
94,1,23,2010-02-05,24146.49,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
95,1,24,2010-02-05,8272.9,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
96,1,25,2010-02-05,11609.5,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
97,1,26,2010-02-05,11737.12,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
98,1,27,2010-02-05,2293.0,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
99,1,28,2010-02-05,1085.29,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
100,1,29,2010-02-05,7024.95,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
101,1,30,2010-02-05,5491.0,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
102,1,31,2010-02-05,3455.92,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
103,1,32,2010-02-05,11875.84,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
104,1,33,2010-02-05,8589.77,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
105,1,34,2010-02-05,14350.83,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
106,1,35,2010-02-05,2770.0,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
107,1,36,2010-02-05,120.0,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
108,1,37,2010-02-05,3438.16,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
109,1,38,2010-02-05,115564.35,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
110,1,40,2010-02-05,66780.63,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
111,1,41,2010-02-05,1011.83,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
112,1,42,2010-02-05,8366.71,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
113,1,44,2010-02-05,4674.75,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
114,1,45,2010-02-05,37.44,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
115,1,46,2010-02-05,20837.77,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
116,1,47,2010-02-05,70.0,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
117,1,48,2010-02-05,814.0,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
118,1,49,2010-02-05,11501.46,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
119,1,51,2010-02-05,1.16,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
120,1,52,2010-02-05,3508.04,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
121,1,54,2010-02-05,439.0,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
122,1,55,2010-02-05,21249.31,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
123,1,56,2010-02-05,2567.36,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
124,1,58,2010-02-05,7659.97,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
125,1,59,2010-02-05,1409.34,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
126,1,60,2010-02-05,1416.8,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
127,1,67,2010-02-05,8414.14,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
128,1,71,2010-02-05,5421.14,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
129,1,72,2010-02-05,98499.12,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
130,1,74,2010-02-05,12251.94,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
131,1,79,2010-02-05,46729.77,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
132,1,80,2010-02-05,15694.17,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
133,1,81,2010-02-05,30052.75,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
134,1,82,2010-02-05,19484.03,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
135,1,83,2010-02-05,5711.19,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
136,1,85,2010-02-05,3825.78,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
137,1,87,2010-02-05,35972.49,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
138,1,90,2010-02-05,76419.47,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
139,1,91,2010-02-05,62424.14,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
140,1,92,2010-02-05,139884.94,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
141,1,93,2010-02-05,64494.87,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
142,1,94,2010-02-05,56655.39,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
143,1,95,2010-02-05,106690.06,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
144,1,97,2010-02-05,32153.04,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
145,1,98,2010-02-05,10891.37,False,A,151315,42.31,2.572,,,,,,211.0963582,8.106,False
146,1,1,2010-02-12,46039.49,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
147,1,2,2010-02-12,44682.74,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
148,1,3,2010-02-12,10887.84,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
149,1,4,2010-02-12,35351.21,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
150,1,5,2010-02-12,29620.81,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
151,1,6,2010-02-12,9135.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
152,1,7,2010-02-12,18310.31,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
153,1,8,2010-02-12,37334.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
154,1,9,2010-02-12,16562.49,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
155,1,10,2010-02-12,31494.77,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
156,1,11,2010-02-12,21760.75,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
157,1,12,2010-02-12,8654.07,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
158,1,13,2010-02-12,36476.4,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
159,1,14,2010-02-12,18129.02,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
160,1,16,2010-02-12,11873.89,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
161,1,17,2010-02-12,13403.66,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
162,1,18,2010-02-12,19006.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
163,1,19,2010-02-12,1490.79,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
164,1,20,2010-02-12,3697.7,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
165,1,21,2010-02-12,8735.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
166,1,22,2010-02-12,14807.95,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
167,1,23,2010-02-12,22812.41,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
168,1,24,2010-02-12,8050.24,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
169,1,25,2010-02-12,13268.75,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
170,1,26,2010-02-12,10050.92,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
171,1,27,2010-02-12,2339.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
172,1,28,2010-02-12,1008.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
173,1,29,2010-02-12,7696.61,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
174,1,30,2010-02-12,5328.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
175,1,31,2010-02-12,3228.96,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
176,1,32,2010-02-12,14700.59,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
177,1,33,2010-02-12,8483.54,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
178,1,34,2010-02-12,12852.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
179,1,35,2010-02-12,2420.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
180,1,36,2010-02-12,432.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
181,1,37,2010-02-12,3450.68,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
182,1,38,2010-02-12,94136.35,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
183,1,40,2010-02-12,60828.25,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
184,1,41,2010-02-12,924.53,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
185,1,42,2010-02-12,7284.34,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
186,1,44,2010-02-12,4463.33,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
187,1,45,2010-02-12,34.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
188,1,46,2010-02-12,18826.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
189,1,48,2010-02-12,247.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
190,1,49,2010-02-12,16139.05,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
191,1,51,2010-02-12,28.11,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
192,1,52,2010-02-12,2728.58,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
193,1,54,2010-02-12,383.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
194,1,55,2010-02-12,18892.81,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
195,1,56,2010-02-12,2849.12,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
196,1,58,2010-02-12,4505.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
197,1,59,2010-02-12,1447.42,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
198,1,60,2010-02-12,1003.2,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
199,1,67,2010-02-12,17614.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
200,1,71,2010-02-12,4752.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
201,1,72,2010-02-12,79636.32,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
202,1,74,2010-02-12,11857.96,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
203,1,79,2010-02-12,36080.86,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
204,1,80,2010-02-12,16720.84,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
205,1,81,2010-02-12,30694.25,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
206,1,82,2010-02-12,20949.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
207,1,83,2010-02-12,7521.08,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
208,1,85,2010-02-12,4994.64,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
209,1,87,2010-02-12,39254.57,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
210,1,90,2010-02-12,79455.64,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
211,1,91,2010-02-12,66937.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
212,1,92,2010-02-12,143081.42,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
213,1,93,2010-02-12,70202.02,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
214,1,94,2010-02-12,62329.48,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
215,1,95,2010-02-12,111390.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
216,1,97,2010-02-12,33874.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
217,1,98,2010-02-12,16309.73,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
218,1,1,2010-02-12,46039.49,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
219,1,2,2010-02-12,44682.74,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
220,1,3,2010-02-12,10887.84,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
221,1,4,2010-02-12,35351.21,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
222,1,5,2010-02-12,29620.81,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
223,1,6,2010-02-12,9135.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
224,1,7,2010-02-12,18310.31,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
225,1,8,2010-02-12,37334.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
226,1,9,2010-02-12,16562.49,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
227,1,10,2010-02-12,31494.77,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
228,1,11,2010-02-12,21760.75,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
229,1,12,2010-02-12,8654.07,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
230,1,13,2010-02-12,36476.4,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
231,1,14,2010-02-12,18129.02,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
232,1,16,2010-02-12,11873.89,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
233,1,17,2010-02-12,13403.66,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
234,1,18,2010-02-12,19006.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
235,1,19,2010-02-12,1490.79,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
236,1,20,2010-02-12,3697.7,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
237,1,21,2010-02-12,8735.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
238,1,22,2010-02-12,14807.95,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
239,1,23,2010-02-12,22812.41,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
240,1,24,2010-02-12,8050.24,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
241,1,25,2010-02-12,13268.75,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
242,1,26,2010-02-12,10050.92,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
243,1,27,2010-02-12,2339.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
244,1,28,2010-02-12,1008.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
245,1,29,2010-02-12,7696.61,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
246,1,30,2010-02-12,5328.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
247,1,31,2010-02-12,3228.96,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
248,1,32,2010-02-12,14700.59,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
249,1,33,2010-02-12,8483.54,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
250,1,34,2010-02-12,12852.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
251,1,35,2010-02-12,2420.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
252,1,36,2010-02-12,432.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
253,1,37,2010-02-12,3450.68,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
254,1,38,2010-02-12,94136.35,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
255,1,40,2010-02-12,60828.25,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
256,1,41,2010-02-12,924.53,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
257,1,42,2010-02-12,7284.34,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
258,1,44,2010-02-12,4463.33,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
259,1,45,2010-02-12,34.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
260,1,46,2010-02-12,18826.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
261,1,48,2010-02-12,247.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
262,1,49,2010-02-12,16139.05,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
263,1,51,2010-02-12,28.11,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
264,1,52,2010-02-12,2728.58,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
265,1,54,2010-02-12,383.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
266,1,55,2010-02-12,18892.81,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
267,1,56,2010-02-12,2849.12,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
268,1,58,2010-02-12,4505.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
269,1,59,2010-02-12,1447.42,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
270,1,60,2010-02-12,1003.2,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106,True
